Date,metal,fmcg,oil,cnxbank,real,pharma,cnxauto,capgoods,it,power,cement,steel,telecom,autoancs,media
20/05/2016,-0.030676027,0.03002854,0.003847878,-0.021737049,0.01857503,-0.020493578,-0.022096608,-0.004134249,-0.012269939,-0.031400413,-0.013418707,0.006398216,-0.051814386,-0.013243966,0.014191107
23/05/2016,-0.02804566,-0.016540276,-0.009293335,-0.009612584,-0.008914729,0.018854136,-0.002787456,-0.009489146,-0.011923077,0.017099057,-0.001570584,-0.002717706,-0.000122967,0.009013128,-0.03358209
24/05/2016,-0.023893895,0.00273224,0.00716671,0.044019608,-0.0023465,-0.025247454,0.000524109,0.016305774,-0.007006617,0.009855073,-0.029055242,-0.027656984,-0.000891622,0.016247006,0.002895753
25/05/2016,0.020641012,0.012776264,0.014752999,0.001408583,0.016464132,0.022075055,0.009952855,0.016754366,0.003528028,0.005970149,0.016677785,-0.023375075,-0.000061546,-0.009299363,-0.030798845
26/05/2016,0.002642276,-0.016680617,0.001945811,0.015847712,-0.015426147,0.016414687,0.010027663,-0.028702057,0.01484375,0.006277106,-0.005561805,0.005739407,0.011294393,0.003311045,0.022840119
27/05/2016,-0.013075208,-0.012464279,-0.002088601,-0.008769501,-0.016712365,-0.022099448,0.012495721,0.023339435,-0.020015397,0.048996257,-0.010274618,-0.021308888,-0.020967104,0.018551152,0.02038835
30/05/2016,-0.001129711,0.012867873,0.01846956,-0.00232818,0.027220821,0.002172968,-0.009974641,0.005749697,-0.002749411,0.012758136,0.001841328,0.003039514,0.006993659,-0.009248191,0.022835395
31/05/2016,-0.003495785,0.003343262,0.036665825,0.006907496,-0.004912099,0.00636022,0.024077869,0.033284634,-0.010240252,0.014092025,-0.023576386,0.004143476,0.011606013,-0.009271019,0.013953488
1/6/2016,-0.001341312,0.01126863,-0.022188217,-0.003430055,-0.002857885,0.009623671,-0.00150075,0.028278109,-0.018702746,0.003263501,0.006782851,0.013672476,-0.008635157,0.006249199,-0.017431193
2/6/2016,-0.018803595,0.056074766,-0.050825153,0.004,0.029312142,0.018637075,0.006513026,0.005380523,0.03568532,0.018048269,-0.004867513,-0.008384471,0.042197599,-0.000414026,-0.025210084
3/6/2016,0.013899126,-0.02359882,-0.038707985,-0.007412212,-0.010504999,-0.012709497,-0.020408163,-0.014182078,-0.012529366,-0.000927644,-0.00294775,-0.006310888,-0.014087003,-0.002931243,0.031609195
6/6/2016,-0.000623118,-0.045201023,-0.056638341,-0.032857276,-0.019698133,-0.024614514,-0.021680217,-0.024580028,-0.06740682,-0.011864232,-0.017868746,-0.034467875,-0.006290439,-0.018214354,0.009285051
7/6/2016,-0.004468461,0.017585494,0.038469485,0.004246694,0.025052192,-0.000725163,0.010387812,0.026096098,-0.010204082,0.08081019,0.008104532,-0.000255444,-0.012841382,-0.018747559,0.072677093
8/6/2016,0.000417537,0.006996352,-0.023515836,0.024987987,-0.015020367,0.003483309,-0.000342701,0.008437293,0.014175258,-0.042407264,0.01630845,-0.023954008,-0.000824478,-0.001890673,0.002572899
9/6/2016,0.004173623,0.080997625,-0.043641253,-0.021472105,0.004781597,0.018368528,0.015598217,0.011115759,0.002541296,-0.010491274,0.002841276,0.01263089,-0.02227927,0.013558871,0.027373824
10/6/2016,-0.001454697,-0.020215337,0.007669365,0.01111537,0.001157556,-0.006817214,-0.005738397,-0.015337786,0.017321504,-0.003364257,0.002640052,-0.038647967,0.008377094,-0.034689662,-0.001665279
13/06/2016,0.002497399,0.026911864,0.023128964,0.000568613,0.011690648,0.022308022,-0.006620268,-0.014826375,0.012873754,-0.008285597,-0.00327532,0.006722689,0,-0.012941137,-0.004170142
14/06/2016,0.004982354,-0.025223848,0.009381328,-0.001136579,-0.006984127,0.045740663,-0.011449077,-0.016816451,-0.004100041,0.027539969,0.001385309,0.055759599,0.003750775,-0.001927048,0.060301508
15/06/2016,-0.004234662,0.007617341,0.020922044,0.000568936,0.006265985,0.006420546,-0.008988764,-0.010628079,0.010292301,0.014454929,-0.000193032,0.028842505,0.020598499,0.01813543,0.022116904
16/06/2016,-0.003837776,-0.01778766,-0.011429717,-0.003127369,0.006226967,-0.012493355,-0.005058434,-0.006921391,-0.010187449,-0.001979022,-0.012646008,-0.029509406,-0.006868797,0.003995936,0.022411128
17/06/2016,-0.002498959,0.029145444,0.002312373,0.008936211,-0.00391513,-0.014401077,-0.020687237,0.012614715,0.000411692,-0.011798533,-0.011080694,-0.020017737,0.006763962,0.024622234,0.033257748
20/06/2016,0.010229645,-0.007533682,0.008904359,0.003674739,0.011411183,-0.02007374,0.004833512,0.004733875,0.009465021,-0.003009933,-0.012325336,-0.007756949,0.005084284,-0.004213576,-0.000731529
21/06/2016,-0.001033271,0.001717642,0.018453885,0.031543372,0.001378965,0.013238573,0.013361839,-0.004990546,0.003668977,0.010063399,-0.000233567,-0.008794788,-0.00653398,-0.006842975,0.01317716
22/06/2016,-0.023169218,-0.044305548,-0.030369874,0.00054605,-0.031797697,0.021455096,-0.047819972,-0.01741433,-0.080016247,-0.064760387,-0.077295331,-0.05612882,-0.016305995,0.014636403,0.011695906
23/06/2016,0.008506616,0.01819962,0.017383238,-0.004709718,0.003342762,-0.016762773,0.011704462,0.004830003,0.021462987,0.034343863,0.005349706,0.008772536,0.002057297,0.023380007,0.091040462
24/06/2016,0.002915756,0.018779343,0.013320119,0.05987806,0.007688365,-0.004091653,0.02494577,0.036160855,0.032161235,0.015474483,0.007642584,0.005341003,0.023074095,0.014000255,0.011258278
27/06/2016,0.005399232,0.028760202,0.007941786,-0.025843565,-0.004704985,0.016981649,-0.000881834,0.000727692,-0.00083091,0.006559693,0.007513734,-0.019002861,-0.009914038,0.003828292,-0.007203667
28/06/2016,-0.006919343,-0.009444654,-0.005123428,0.004406839,-0.000255526,0.016698088,0.014827891,-0.01087714,0.020790021,-0.007519551,-0.013332395,0.029785461,0.012282188,0.025976868,0.02176781
29/06/2016,-0.004159734,-0.016181759,3.90E-05,-0.01956827,-0.008434505,0.011390729,0.000173943,0.006524536,-0.019551935,-0.014142843,-0.021142327,-0.027642934,-0.015480246,0.007038177,0.066494513
30/06/2016,-0.001775272,-0.006977903,-0.000663208,0.02729795,0.006444129,-0.026715558,-0.023130435,-0.003469369,-0.007478189,-0.00204939,-0.015370606,-0.017265289,-0.00528169,-0.021874622,-0.015738499
1/7/2016,0.00303379,-0.004851932,0.002654591,-0.004791776,-0.001792803,0.01924112,-0.00356062,-0.007451519,0.010883215,0.073518842,0.000258943,0.003386721,-0.002502289,0.001794055,-0.025215252
4/7/2016,-0.002294535,-0.016700291,-0.019000156,-0.039394205,0.01411161,-0.011089109,-0.005360014,-0.032122089,-0.010351967,-0.045432807,-0.019119823,-0.020954926,-0.000214146,-0.004754994,0.027129338
